tweet_text,cyberbullying_type
chinese muslin muslim xinjiang xinjiang also in xian main population want say everything say false stop dreaming savior avian asian,religion
muslin muslim love especially christiania christianity nudism judaism lots christian jewfish jewish support israel western european european civilization radical islamism islamism millions muslin muslim,religion
fight told fuck brother dumb nigger ass going get ass beat,ethnicity
fuck bitch your nigger yuh fuck your problem mean really yuh gas right dumb ass bit,ethnicity
department justice report kill 6 times rate whites,religion
saw made joke gay date rape one sentence,gender
ha well guess make loyal pro never loyal big nig,gender
of ok sexist one flying fuck football,gender
woman high school mama bullying 16 year old girl,age
fuck mama dumb ass shut bitch,ethnicity
idiot happen am always problem everyone else wherever go india sweden stop rise radical slam islam,religion
well one high school,age
find mildly hilarious freshman high school always first like,age
ignorant bitch suck black dick white ass fine it fuck mama dumb ass nigger,ethnicity
really upset concerned possibility gay brother rape joke,gender
reason hate cult banned,religion
literally trial child rape racist sexist like body wrong america,gender
anyone else mute tell tele woman commentator match day,gender
lot complain get dragged way drag many innocent,religion
fossa aura aula de bullying come super oriental a da,not_cyberbullying
calling someone nigger fight disgusting offensive black stop treating like,ethnicity
would ever pull nigger nigger disgusting word black people hand usually beaut,ethnicity
white understand pain apartheid racism feel sorry paint whites brush millions accepted avian asian living among rest us open eyes otherwise r different,ethnicity
certainly fix works ways whatever marginal benefit light skinned certain also sister light skinned pretty much almost high school dark skinned got,age
soon possible rocky my mm my mm voice sexy care,not_cyberbullying
let us remember far right radical mama cherry picking christian support five time draft dodger confirmed liar decorated veteran know five time draft dodger far right radical trump guilty,religion
0 would bully school,age
fuck let internet dumb fucking nigger,ethnicity
neat done untuck leash each partner go untuck bully kami,not_cyberbullying
need chill sometime soon everyone bel home college,not_cyberbullying
although disagree political coho person male female way ever although acceptable bitch one,gender
boy middle school came back high school like nothing want drama mother fucking asking hot asking help broth help,age
feeling pretty self conscious crappy earlier reason across casebook page girl high school,age
unemployment since black wall street want admit want keep plantation mentality even though family grew nothing anything past going bring,ethnicity
unless learn propaganda,gender
someone fucking class seriously go fuck dumb hick,ethnicity
anything african news good white news something said stuff black people past otherwise would damn defensive,ethnicity
bullying subscribe free bully blog ass feed,not_cyberbullying
congratulations hen see road soon,not_cyberbullying
italy magazine away book terrible gay rape joke cover,gender
kat antre make want punch happy things,not_cyberbullying
bet joy school look mean eyes kid probably white school,age
innocent every arab muslin muslim terrorist america real danger america help us free brother please,religion
see lot people small privileged stop complaining heavily high school luckily never real girl one is cis still deal insecurity,age
50 cent rape countless times abuse made joke shooting gay wedding kind harmful stuff forget told savage get strap funny,gender
fly mill rap like middle school bully,age
would hate high school,age
